Weight vector: [[ 0.90032473  0.78604619  0.85077613  1.29870263  0.1298506   1.57192678
   0.99844888 -0.01520158]]
Learning rate: 0.75
Step	Cost
3853	[14.98194544]
3854	[14.98194543]
3855	[14.98194543]
3856	[14.98194542]
3857	[14.98194542]
3858	[14.98194541]
3859	[14.98194541]
3860	[14.9819454]
3861	[14.98194539]
3862	[14.98194539]
3863	[14.98194538]
3864	[14.98194538]
3865	[14.98194537]
3866	[14.98194537]
3867	[14.98194536]
3868	[14.98194536]
3869	[14.98194535]
3870	[14.98194535]
3871	[14.98194534]
3872	[14.98194533]
3873	[14.98194533]
3874	[14.98194532]
3875	[14.98194532]
3876	[14.98194531]
3877	[14.98194531]
3878	[14.9819453]
3879	[14.9819453]
3880	[14.98194529]
3881	[14.98194529]
3882	[14.98194528]
3883	[14.98194528]
3884	[14.98194527]
3885	[14.98194527]
3886	[14.98194526]
3887	[14.98194526]
3888	[14.98194525]
3889	[14.98194525]
3890	[14.98194524]
3891	[14.98194524]
3892	[14.98194523]
3893	[14.98194523]
3894	[14.98194522]
3895	[14.98194522]
3896	[14.98194521]
3897	[14.98194521]
3898	[14.9819452]
3899	[14.9819452]
3900	[14.98194519]
3901	[14.98194519]
3902	[14.98194518]
3903	[14.98194518]
3904	[14.98194517]
3905	[14.98194517]
3906	[14.98194516]
3907	[14.98194516]
3908	[14.98194515]
3909	[14.98194515]
3910	[14.98194514]
3911	[14.98194514]
3912	[14.98194513]
3913	[14.98194513]
3914	[14.98194512]
3915	[14.98194512]
3916	[14.98194512]
3917	[14.98194511]
3918	[14.98194511]
3919	[14.9819451]
3920	[14.9819451]
3921	[14.98194509]
3922	[14.98194509]
3923	[14.98194508]
3924	[14.98194508]
3925	[14.98194507]
3926	[14.98194507]
3927	[14.98194506]
3928	[14.98194506]
3929	[14.98194506]
3930	[14.98194505]
3931	[14.98194505]
3932	[14.98194504]
3933	[14.98194504]
3934	[14.98194503]
3935	[14.98194503]
3936	[14.98194503]
3937	[14.98194502]
3938	[14.98194502]
3939	[14.98194501]
3940	[14.98194501]
3941	[14.981945]
3942	[14.981945]
3943	[14.98194499]
3944	[14.98194499]
3945	[14.98194499]
3946	[14.98194498]
3947	[14.98194498]
3948	[14.98194497]
3949	[14.98194497]
3950	[14.98194497]
3951	[14.98194496]
3952	[14.98194496]
3953	[14.98194495]
3954	[14.98194495]
3955	[14.98194494]
3956	[14.98194494]
3957	[14.98194494]
3958	[14.98194493]
3959	[14.98194493]
3960	[14.98194492]
3961	[14.98194492]
3962	[14.98194492]
3963	[14.98194491]
3964	[14.98194491]
3965	[14.9819449]
3966	[14.9819449]
3967	[14.9819449]
3968	[14.98194489]
3969	[14.98194489]
3970	[14.98194488]
3971	[14.98194488]
3972	[14.98194488]
3973	[14.98194487]
3974	[14.98194487]
3975	[14.98194487]
3976	[14.98194486]
3977	[14.98194486]
3978	[14.98194485]
3979	[14.98194485]
3980	[14.98194485]
3981	[14.98194484]
3982	[14.98194484]
3983	[14.98194483]
3984	[14.98194483]
3985	[14.98194483]
3986	[14.98194482]
3987	[14.98194482]
3988	[14.98194482]
3989	[14.98194481]
3990	[14.98194481]
3991	[14.9819448]
3992	[14.9819448]
3993	[14.9819448]
3994	[14.98194479]
3995	[14.98194479]
3996	[14.98194479]
3997	[14.98194478]
3998	[14.98194478]
3999	[14.98194478]
4000	[14.98194477]
4001	[14.98194477]
4002	[14.98194477]
4003	[14.98194476]
4004	[14.98194476]
4005	[14.98194475]
4006	[14.98194475]
4007	[14.98194475]
4008	[14.98194474]
4009	[14.98194474]
4010	[14.98194474]
4011	[14.98194473]
4012	[14.98194473]
4013	[14.98194473]
4014	[14.98194472]
4015	[14.98194472]
4016	[14.98194472]
4017	[14.98194471]
4018	[14.98194471]
4019	[14.98194471]
4020	[14.9819447]
4021	[14.9819447]
4022	[14.9819447]
4023	[14.98194469]
4024	[14.98194469]
4025	[14.98194469]
4026	[14.98194468]
4027	[14.98194468]
4028	[14.98194468]
4029	[14.98194467]
4030	[14.98194467]
4031	[14.98194467]
4032	[14.98194466]
4033	[14.98194466]
4034	[14.98194466]
4035	[14.98194465]
4036	[14.98194465]
4037	[14.98194465]
4038	[14.98194465]
4039	[14.98194464]
4040	[14.98194464]
4041	[14.98194464]
4042	[14.98194463]
4043	[14.98194463]
4044	[14.98194463]
4045	[14.98194462]
4046	[14.98194462]
4047	[14.98194462]
4048	[14.98194461]
4049	[14.98194461]
4050	[14.98194461]
4051	[14.98194461]
4052	[14.9819446]
4053	[14.9819446]
4054	[14.9819446]
4055	[14.98194459]
4056	[14.98194459]
4057	[14.98194459]
4058	[14.98194458]
4059	[14.98194458]
4060	[14.98194458]
4061	[14.98194458]
4062	[14.98194457]
4063	[14.98194457]
4064	[14.98194457]
4065	[14.98194456]
4066	[14.98194456]
4067	[14.98194456]
4068	[14.98194455]
4069	[14.98194455]
4070	[14.98194455]
4071	[14.98194455]
4072	[14.98194454]
4073	[14.98194454]
4074	[14.98194454]
4075	[14.98194454]
4076	[14.98194453]
4077	[14.98194453]
4078	[14.98194453]
4079	[14.98194452]
4080	[14.98194452]
4081	[14.98194452]
4082	[14.98194452]
4083	[14.98194451]
4084	[14.98194451]
4085	[14.98194451]
4086	[14.9819445]
4087	[14.9819445]
4088	[14.9819445]
4089	[14.9819445]
4090	[14.98194449]
4091	[14.98194449]
4092	[14.98194449]
4093	[14.98194449]
4094	[14.98194448]
4095	[14.98194448]
4096	[14.98194448]
4097	[14.98194448]
4098	[14.98194447]
4099	[14.98194447]
4100	[14.98194447]
4101	[14.98194447]
4102	[14.98194446]
4103	[14.98194446]
4104	[14.98194446]
4105	[14.98194446]
4106	[14.98194445]
4107	[14.98194445]
4108	[14.98194445]
4109	[14.98194444]
4110	[14.98194444]
4111	[14.98194444]
4112	[14.98194444]
4113	[14.98194443]
4114	[14.98194443]
4115	[14.98194443]
4116	[14.98194443]
4117	[14.98194443]
4118	[14.98194442]
4119	[14.98194442]
4120	[14.98194442]
4121	[14.98194442]
4122	[14.98194441]
4123	[14.98194441]
4124	[14.98194441]
4125	[14.98194441]
4126	[14.9819444]
4127	[14.9819444]
4128	[14.9819444]
4129	[14.9819444]
4130	[14.98194439]
4131	[14.98194439]
4132	[14.98194439]
4133	[14.98194439]
4134	[14.98194438]
4135	[14.98194438]
4136	[14.98194438]
4137	[14.98194438]
4138	[14.98194438]
4139	[14.98194437]
4140	[14.98194437]
4141	[14.98194437]
4142	[14.98194437]
4143	[14.98194436]
4144	[14.98194436]
4145	[14.98194436]
4146	[14.98194436]
4147	[14.98194435]
4148	[14.98194435]
4149	[14.98194435]
4150	[14.98194435]
4151	[14.98194435]
4152	[14.98194434]
4153	[14.98194434]
4154	[14.98194434]
4155	[14.98194434]
4156	[14.98194434]
4157	[14.98194433]
4158	[14.98194433]
4159	[14.98194433]
4160	[14.98194433]
4161	[14.98194432]
4162	[14.98194432]
4163	[14.98194432]
4164	[14.98194432]
4165	[14.98194432]
4166	[14.98194431]
4167	[14.98194431]
4168	[14.98194431]
4169	[14.98194431]
4170	[14.98194431]
4171	[14.9819443]
4172	[14.9819443]
4173	[14.9819443]
4174	[14.9819443]
4175	[14.9819443]
4176	[14.98194429]
4177	[14.98194429]
4178	[14.98194429]
4179	[14.98194429]
4180	[14.98194429]
4181	[14.98194428]
4182	[14.98194428]
4183	[14.98194428]
4184	[14.98194428]
4185	[14.98194428]
4186	[14.98194427]
4187	[14.98194427]
4188	[14.98194427]
4189	[14.98194427]
4190	[14.98194427]
4191	[14.98194426]
4192	[14.98194426]
4193	[14.98194426]
4194	[14.98194426]
4195	[14.98194426]
4196	[14.98194425]
4197	[14.98194425]
4198	[14.98194425]
4199	[14.98194425]
4200	[14.98194425]
4201	[14.98194424]
4202	[14.98194424]
4203	[14.98194424]
4204	[14.98194424]
4205	[14.98194424]
4206	[14.98194424]
4207	[14.98194423]
4208	[14.98194423]
4209	[14.98194423]
4210	[14.98194423]
4211	[14.98194423]
4212	[14.98194422]
4213	[14.98194422]
4214	[14.98194422]
4215	[14.98194422]
4216	[14.98194422]
4217	[14.98194422]
4218	[14.98194421]
4219	[14.98194421]
4220	[14.98194421]
4221	[14.98194421]
4222	[14.98194421]
4223	[14.9819442]
4224	[14.9819442]
4225	[14.9819442]
4226	[14.9819442]
4227	[14.9819442]
4228	[14.9819442]
4229	[14.98194419]
4230	[14.98194419]
4231	[14.98194419]
4232	[14.98194419]
4233	[14.98194419]
4234	[14.98194419]
4235	[14.98194418]
4236	[14.98194418]
4237	[14.98194418]
4238	[14.98194418]
4239	[14.98194418]
4240	[14.98194418]
4241	[14.98194417]
4242	[14.98194417]
4243	[14.98194417]
4244	[14.98194417]
4245	[14.98194417]
4246	[14.98194417]
4247	[14.98194416]
4248	[14.98194416]
4249	[14.98194416]
4250	[14.98194416]
4251	[14.98194416]
4252	[14.98194416]
4253	[14.98194415]
4254	[14.98194415]
4255	[14.98194415]
4256	[14.98194415]
4257	[14.98194415]
4258	[14.98194415]
4259	[14.98194415]
4260	[14.98194414]
4261	[14.98194414]
4262	[14.98194414]
4263	[14.98194414]
4264	[14.98194414]
4265	[14.98194414]
4266	[14.98194413]
4267	[14.98194413]
4268	[14.98194413]
4269	[14.98194413]
4270	[14.98194413]
4271	[14.98194413]
4272	[14.98194413]
4273	[14.98194412]
4274	[14.98194412]
4275	[14.98194412]
4276	[14.98194412]
4277	[14.98194412]
4278	[14.98194412]
4279	[14.98194412]
4280	[14.98194411]
4281	[14.98194411]
4282	[14.98194411]
4283	[14.98194411]
4284	[14.98194411]
4285	[14.98194411]
4286	[14.98194411]
4287	[14.9819441]
4288	[14.9819441]
4289	[14.9819441]
4290	[14.9819441]
4291	[14.9819441]
4292	[14.9819441]
4293	[14.9819441]
4294	[14.98194409]
4295	[14.98194409]
4296	[14.98194409]
4297	[14.98194409]
4298	[14.98194409]
4299	[14.98194409]
4300	[14.98194409]
4301	[14.98194408]
4302	[14.98194408]
4303	[14.98194408]
4304	[14.98194408]
4305	[14.98194408]
4306	[14.98194408]
4307	[14.98194408]
4308	[14.98194407]
4309	[14.98194407]
4310	[14.98194407]
4311	[14.98194407]
4312	[14.98194407]
4313	[14.98194407]
4314	[14.98194407]
4315	[14.98194407]
4316	[14.98194406]
4317	[14.98194406]
4318	[14.98194406]
4319	[14.98194406]
4320	[14.98194406]
4321	[14.98194406]
4322	[14.98194406]
4323	[14.98194406]
4324	[14.98194405]
4325	[14.98194405]
4326	[14.98194405]
4327	[14.98194405]
4328	[14.98194405]
4329	[14.98194405]
4330	[14.98194405]
4331	[14.98194405]
4332	[14.98194404]
4333	[14.98194404]
4334	[14.98194404]
4335	[14.98194404]
4336	[14.98194404]
4337	[14.98194404]
4338	[14.98194404]
4339	[14.98194404]
4340	[14.98194403]
4341	[14.98194403]
4342	[14.98194403]
4343	[14.98194403]
4344	[14.98194403]
4345	[14.98194403]
4346	[14.98194403]
4347	[14.98194403]
4348	[14.98194402]
4349	[14.98194402]
4350	[14.98194402]
4351	[14.98194402]
4352	[14.98194402]
4353	[14.98194402]
4354	[14.98194402]
4355	[14.98194402]
4356	[14.98194402]
4357	[14.98194401]
4358	[14.98194401]
4359	[14.98194401]
4360	[14.98194401]
4361	[14.98194401]
4362	[14.98194401]
4363	[14.98194401]
4364	[14.98194401]
4365	[14.98194401]
4366	[14.981944]
4367	[14.981944]
4368	[14.981944]
4369	[14.981944]
4370	[14.981944]
4371	[14.981944]
4372	[14.981944]
4373	[14.981944]
4374	[14.981944]
4375	[14.98194399]
4376	[14.98194399]
4377	[14.98194399]
4378	[14.98194399]
4379	[14.98194399]
4380	[14.98194399]
4381	[14.98194399]
4382	[14.98194399]
4383	[14.98194399]
4384	[14.98194398]
4385	[14.98194398]
4386	[14.98194398]
4387	[14.98194398]
4388	[14.98194398]
4389	[14.98194398]
4390	[14.98194398]
4391	[14.98194398]
4392	[14.98194398]
4393	[14.98194398]
4394	[14.98194397]
4395	[14.98194397]
4396	[14.98194397]
4397	[14.98194397]
4398	[14.98194397]
4399	[14.98194397]
4400	[14.98194397]
4401	[14.98194397]
4402	[14.98194397]
4403	[14.98194397]
4404	[14.98194396]
4405	[14.98194396]
4406	[14.98194396]
4407	[14.98194396]
4408	[14.98194396]
4409	[14.98194396]
4410	[14.98194396]
4411	[14.98194396]
4412	[14.98194396]
4413	[14.98194396]
4414	[14.98194395]
4415	[14.98194395]
4416	[14.98194395]
4417	[14.98194395]
4418	[14.98194395]
4419	[14.98194395]
4420	[14.98194395]
4421	[14.98194395]
4422	[14.98194395]
4423	[14.98194395]
4424	[14.98194395]
4425	[14.98194394]
4426	[14.98194394]
4427	[14.98194394]
4428	[14.98194394]
4429	[14.98194394]
4430	[14.98194394]
4431	[14.98194394]
4432	[14.98194394]
4433	[14.98194394]
4434	[14.98194394]
4435	[14.98194394]
4436	[14.98194393]
4437	[14.98194393]
4438	[14.98194393]
4439	[14.98194393]
4440	[14.98194393]
4441	[14.98194393]
4442	[14.98194393]
4443	[14.98194393]
4444	[14.98194393]
4445	[14.98194393]
4446	[14.98194393]
4447	[14.98194393]
4448	[14.98194392]
4449	[14.98194392]
4450	[14.98194392]
4451	[14.98194392]
4452	[14.98194392]
4453	[14.98194392]
4454	[14.98194392]
4455	[14.98194392]
4456	[14.98194392]
4457	[14.98194392]
4458	[14.98194392]
4459	[14.98194392]
4460	[14.98194391]
4461	[14.98194391]
4462	[14.98194391]
4463	[14.98194391]
4464	[14.98194391]
4465	[14.98194391]
4466	[14.98194391]
4467	[14.98194391]
4468	[14.98194391]
4469	[14.98194391]
4470	[14.98194391]
4471	[14.98194391]
4472	[14.9819439]
4473	[14.9819439]
4474	[14.9819439]
4475	[14.9819439]
4476	[14.9819439]
4477	[14.9819439]
4478	[14.9819439]
4479	[14.9819439]
4480	[14.9819439]
4481	[14.9819439]
4482	[14.9819439]
4483	[14.9819439]
4484	[14.9819439]
4485	[14.98194389]
4486	[14.98194389]
4487	[14.98194389]
4488	[14.98194389]
4489	[14.98194389]
4490	[14.98194389]
4491	[14.98194389]
4492	[14.98194389]
4493	[14.98194389]
4494	[14.98194389]
4495	[14.98194389]
4496	[14.98194389]
4497	[14.98194389]
4498	[14.98194388]
4499	[14.98194388]
4500	[14.98194388]
4501	[14.98194388]
4502	[14.98194388]
4503	[14.98194388]
4504	[14.98194388]
4505	[14.98194388]
4506	[14.98194388]
4507	[14.98194388]
4508	[14.98194388]
4509	[14.98194388]
4510	[14.98194388]
4511	[14.98194388]
4512	[14.98194387]
4513	[14.98194387]
4514	[14.98194387]
4515	[14.98194387]
4516	[14.98194387]
4517	[14.98194387]
4518	[14.98194387]
4519	[14.98194387]
4520	[14.98194387]
4521	[14.98194387]
4522	[14.98194387]
4523	[14.98194387]
4524	[14.98194387]
4525	[14.98194387]
4526	[14.98194387]
4527	[14.98194386]
4528	[14.98194386]
4529	[14.98194386]
4530	[14.98194386]
4531	[14.98194386]
4532	[14.98194386]
4533	[14.98194386]
4534	[14.98194386]
4535	[14.98194386]
4536	[14.98194386]
4537	[14.98194386]
4538	[14.98194386]
4539	[14.98194386]
4540	[14.98194386]
4541	[14.98194386]
4542	[14.98194386]
4543	[14.98194385]
4544	[14.98194385]
4545	[14.98194385]
4546	[14.98194385]
4547	[14.98194385]
4548	[14.98194385]
4549	[14.98194385]
4550	[14.98194385]
4551	[14.98194385]
4552	[14.98194385]
4553	[14.98194385]
4554	[14.98194385]
4555	[14.98194385]
4556	[14.98194385]
4557	[14.98194385]
4558	[14.98194385]
4559	[14.98194384]
4560	[14.98194384]
4561	[14.98194384]
4562	[14.98194384]
4563	[14.98194384]
4564	[14.98194384]
4565	[14.98194384]
4566	[14.98194384]
4567	[14.98194384]
4568	[14.98194384]
4569	[14.98194384]
4570	[14.98194384]
4571	[14.98194384]
4572	[14.98194384]
4573	[14.98194384]
4574	[14.98194384]
4575	[14.98194384]
4576	[14.98194383]
4577	[14.98194383]
4578	[14.98194383]
4579	[14.98194383]
4580	[14.98194383]
4581	[14.98194383]
4582	[14.98194383]
4583	[14.98194383]
4584	[14.98194383]
4585	[14.98194383]
4586	[14.98194383]
4587	[14.98194383]
4588	[14.98194383]
4589	[14.98194383]
4590	[14.98194383]
4591	[14.98194383]
4592	[14.98194383]
4593	[14.98194383]
4594	[14.98194382]
4595	[14.98194382]
4596	[14.98194382]
4597	[14.98194382]
4598	[14.98194382]
4599	[14.98194382]
4600	[14.98194382]
4601	[14.98194382]
4602	[14.98194382]
4603	[14.98194382]
4604	[14.98194382]
4605	[14.98194382]
4606	[14.98194382]
4607	[14.98194382]
4608	[14.98194382]
4609	[14.98194382]
4610	[14.98194382]
4611	[14.98194382]
4612	[14.98194382]
4613	[14.98194381]
4614	[14.98194381]
4615	[14.98194381]
4616	[14.98194381]
4617	[14.98194381]
4618	[14.98194381]
4619	[14.98194381]
4620	[14.98194381]
4621	[14.98194381]
4622	[14.98194381]
4623	[14.98194381]
4624	[14.98194381]
4625	[14.98194381]
4626	[14.98194381]
4627	[14.98194381]
4628	[14.98194381]
4629	[14.98194381]
4630	[14.98194381]
4631	[14.98194381]
4632	[14.98194381]
4633	[14.98194381]
4634	[14.9819438]
4635	[14.9819438]
4636	[14.9819438]
4637	[14.9819438]
4638	[14.9819438]
4639	[14.9819438]
4640	[14.9819438]
4641	[14.9819438]
4642	[14.9819438]
4643	[14.9819438]
4644	[14.9819438]
4645	[14.9819438]
4646	[14.9819438]
4647	[14.9819438]
4648	[14.9819438]
4649	[14.9819438]
4650	[14.9819438]
4651	[14.9819438]
4652	[14.9819438]
4653	[14.9819438]
4654	[14.9819438]
4655	[14.9819438]
4656	[14.98194379]
4657	[14.98194379]
4658	[14.98194379]
4659	[14.98194379]
4660	[14.98194379]
4661	[14.98194379]
4662	[14.98194379]
4663	[14.98194379]
4664	[14.98194379]
4665	[14.98194379]
4666	[14.98194379]
4667	[14.98194379]
4668	[14.98194379]
4669	[14.98194379]
4670	[14.98194379]
4671	[14.98194379]
4672	[14.98194379]
4673	[14.98194379]
4674	[14.98194379]
4675	[14.98194379]
4676	[14.98194379]
4677	[14.98194379]
4678	[14.98194379]
4679	[14.98194378]
4680	[14.98194378]
4681	[14.98194378]
4682	[14.98194378]
4683	[14.98194378]
4684	[14.98194378]
4685	[14.98194378]
4686	[14.98194378]
4687	[14.98194378]
4688	[14.98194378]
4689	[14.98194378]
4690	[14.98194378]
4691	[14.98194378]
4692	[14.98194378]
4693	[14.98194378]
4694	[14.98194378]
4695	[14.98194378]
4696	[14.98194378]
4697	[14.98194378]
4698	[14.98194378]
4699	[14.98194378]
4700	[14.98194378]
4701	[14.98194378]
4702	[14.98194378]
4703	[14.98194378]
4704	[14.98194378]
4705	[14.98194377]
4706	[14.98194377]
4707	[14.98194377]
4708	[14.98194377]
4709	[14.98194377]
4710	[14.98194377]
4711	[14.98194377]
4712	[14.98194377]
4713	[14.98194377]
4714	[14.98194377]
4715	[14.98194377]
4716	[14.98194377]
4717	[14.98194377]
4718	[14.98194377]
4719	[14.98194377]
4720	[14.98194377]
4721	[14.98194377]
4722	[14.98194377]
4723	[14.98194377]
4724	[14.98194377]
4725	[14.98194377]
4726	[14.98194377]
4727	[14.98194377]
4728	[14.98194377]
4729	[14.98194377]
4730	[14.98194377]
4731	[14.98194377]
4732	[14.98194377]
4733	[14.98194376]
4734	[14.98194376]
4735	[14.98194376]
4736	[14.98194376]
4737	[14.98194376]
4738	[14.98194376]
4739	[14.98194376]
4740	[14.98194376]
4741	[14.98194376]
4742	[14.98194376]
4743	[14.98194376]
4744	[14.98194376]
4745	[14.98194376]
4746	[14.98194376]
4747	[14.98194376]
4748	[14.98194376]
4749	[14.98194376]
4750	[14.98194376]
4751	[14.98194376]
4752	[14.98194376]
4753	[14.98194376]
4754	[14.98194376]
4755	[14.98194376]
4756	[14.98194376]
4757	[14.98194376]
4758	[14.98194376]
4759	[14.98194376]
4760	[14.98194376]
4761	[14.98194376]
4762	[14.98194376]
4763	[14.98194375]
4764	[14.98194375]
4765	[14.98194375]
4766	[14.98194375]
4767	[14.98194375]
4768	[14.98194375]
4769	[14.98194375]
4770	[14.98194375]
4771	[14.98194375]
4772	[14.98194375]
4773	[14.98194375]
4774	[14.98194375]
4775	[14.98194375]
4776	[14.98194375]
4777	[14.98194375]
4778	[14.98194375]
4779	[14.98194375]
4780	[14.98194375]
4781	[14.98194375]
4782	[14.98194375]
4783	[14.98194375]
4784	[14.98194375]
4785	[14.98194375]
4786	[14.98194375]
4787	[14.98194375]
4788	[14.98194375]
4789	[14.98194375]
4790	[14.98194375]
4791	[14.98194375]
4792	[14.98194375]
4793	[14.98194375]
4794	[14.98194375]
4795	[14.98194375]
4796	[14.98194375]
4797	[14.98194374]
4798	[14.98194374]
4799	[14.98194374]
4800	[14.98194374]
4801	[14.98194374]
4802	[14.98194374]
4803	[14.98194374]
4804	[14.98194374]
4805	[14.98194374]
4806	[14.98194374]
4807	[14.98194374]
4808	[14.98194374]
4809	[14.98194374]
4810	[14.98194374]
4811	[14.98194374]
4812	[14.98194374]
4813	[14.98194374]
4814	[14.98194374]
4815	[14.98194374]
4816	[14.98194374]
4817	[14.98194374]
4818	[14.98194374]
4819	[14.98194374]
4820	[14.98194374]
4821	[14.98194374]
4822	[14.98194374]
4823	[14.98194374]
4824	[14.98194374]
4825	[14.98194374]
4826	[14.98194374]
4827	[14.98194374]
4828	[14.98194374]
4829	[14.98194374]
4830	[14.98194374]
4831	[14.98194374]
4832	[14.98194374]
4833	[14.98194374]
4834	[14.98194374]
4835	[14.98194373]
4836	[14.98194373]
4837	[14.98194373]
4838	[14.98194373]
4839	[14.98194373]
4840	[14.98194373]
4841	[14.98194373]
4842	[14.98194373]
4843	[14.98194373]
4844	[14.98194373]
4845	[14.98194373]
4846	[14.98194373]
4847	[14.98194373]
4848	[14.98194373]
4849	[14.98194373]
4850	[14.98194373]
4851	[14.98194373]
4852	[14.98194373]
4853	[14.98194373]
4854	[14.98194373]
4855	[14.98194373]
4856	[14.98194373]
4857	[14.98194373]
4858	[14.98194373]
4859	[14.98194373]
4860	[14.98194373]
4861	[14.98194373]
4862	[14.98194373]
4863	[14.98194373]
4864	[14.98194373]
4865	[14.98194373]
4866	[14.98194373]
4867	[14.98194373]
4868	[14.98194373]
4869	[14.98194373]
4870	[14.98194373]
4871	[14.98194373]
4872	[14.98194373]
4873	[14.98194373]
4874	[14.98194373]
4875	[14.98194373]
4876	[14.98194373]
4877	[14.98194373]
4878	[14.98194372]
4879	[14.98194372]
4880	[14.98194372]
4881	[14.98194372]
4882	[14.98194372]
4883	[14.98194372]
4884	[14.98194372]
4885	[14.98194372]
4886	[14.98194372]
4887	[14.98194372]
4888	[14.98194372]
4889	[14.98194372]
4890	[14.98194372]
4891	[14.98194372]
4892	[14.98194372]
4893	[14.98194372]
4894	[14.98194372]
4895	[14.98194372]
4896	[14.98194372]
4897	[14.98194372]
4898	[14.98194372]
4899	[14.98194372]
4900	[14.98194372]
4901	[14.98194372]
4902	[14.98194372]
4903	[14.98194372]
4904	[14.98194372]
4905	[14.98194372]
4906	[14.98194372]
4907	[14.98194372]
4908	[14.98194372]
4909	[14.98194372]
4910	[14.98194372]
4911	[14.98194372]
4912	[14.98194372]
4913	[14.98194372]
4914	[14.98194372]
4915	[14.98194372]
4916	[14.98194372]
4917	[14.98194372]
4918	[14.98194372]
4919	[14.98194372]
4920	[14.98194372]
4921	[14.98194372]
4922	[14.98194372]
4923	[14.98194372]
4924	[14.98194372]
4925	[14.98194372]
4926	[14.98194372]
4927	[14.98194372]
4928	[14.98194371]
4929	[14.98194371]
4930	[14.98194371]
4931	[14.98194371]
4932	[14.98194371]
4933	[14.98194371]
4934	[14.98194371]
4935	[14.98194371]
4936	[14.98194371]
4937	[14.98194371]
4938	[14.98194371]
4939	[14.98194371]
4940	[14.98194371]
4941	[14.98194371]
4942	[14.98194371]
4943	[14.98194371]
4944	[14.98194371]
4945	[14.98194371]
4946	[14.98194371]
4947	[14.98194371]
4948	[14.98194371]
4949	[14.98194371]
4950	[14.98194371]
4951	[14.98194371]
4952	[14.98194371]
4953	[14.98194371]
4954	[14.98194371]
4955	[14.98194371]
4956	[14.98194371]
4957	[14.98194371]
4958	[14.98194371]
4959	[14.98194371]
4960	[14.98194371]
4961	[14.98194371]
4962	[14.98194371]
4963	[14.98194371]
4964	[14.98194371]
4965	[14.98194371]
4966	[14.98194371]
4967	[14.98194371]
4968	[14.98194371]
4969	[14.98194371]
4970	[14.98194371]
4971	[14.98194371]
4972	[14.98194371]
4973	[14.98194371]
4974	[14.98194371]
4975	[14.98194371]
4976	[14.98194371]
4977	[14.98194371]
4978	[14.98194371]
4979	[14.98194371]
4980	[14.98194371]
4981	[14.98194371]
4982	[14.98194371]
4983	[14.98194371]
4984	[14.98194371]
4985	[14.98194371]
4986	[14.98194371]
4987	[14.9819437]
4988	[14.9819437]
4989	[14.9819437]
4990	[14.9819437]
4991	[14.9819437]
4992	[14.9819437]
4993	[14.9819437]
4994	[14.9819437]
4995	[14.9819437]
4996	[14.9819437]
4997	[14.9819437]
4998	[14.9819437]
4999	[14.9819437]
5000	[14.9819437]
5001	[14.9819437]
5002	[14.9819437]
5003	[14.9819437]
5004	[14.9819437]
5005	[14.9819437]
5006	[14.9819437]
5007	[14.9819437]
5008	[14.9819437]
5009	[14.9819437]
5010	[14.9819437]
5011	[14.9819437]
5012	[14.9819437]
5013	[14.9819437]
5014	[14.9819437]
5015	[14.9819437]
5016	[14.9819437]
5017	[14.9819437]
5018	[14.9819437]
5019	[14.9819437]
5020	[14.9819437]
5021	[14.9819437]
5022	[14.9819437]
5023	[14.9819437]
5024	[14.9819437]
5025	[14.9819437]
5026	[14.9819437]
5027	[14.9819437]
5028	[14.9819437]
5029	[14.9819437]
5030	[14.9819437]
5031	[14.9819437]
5032	[14.9819437]
5033	[14.9819437]
5034	[14.9819437]
5035	[14.9819437]
5036	[14.9819437]
5037	[14.9819437]
5038	[14.9819437]
5039	[14.9819437]
5040	[14.9819437]
5041	[14.9819437]
5042	[14.9819437]
5043	[14.9819437]
5044	[14.9819437]
5045	[14.9819437]
5046	[14.9819437]
5047	[14.9819437]
5048	[14.9819437]
5049	[14.9819437]
5050	[14.9819437]
5051	[14.9819437]
5052	[14.9819437]
5053	[14.9819437]
5054	[14.9819437]
5055	[14.9819437]
5056	[14.9819437]
5057	[14.9819437]
5058	[14.9819437]
5059	[14.9819437]
5060	[14.9819437]
5061	[14.98194369]
5062	[14.98194369]
5063	[14.98194369]
5064	[14.98194369]
5065	[14.98194369]
5066	[14.98194369]
5067	[14.98194369]
5068	[14.98194369]
5069	[14.98194369]
5070	[14.98194369]
5071	[14.98194369]
5072	[14.98194369]
5073	[14.98194369]
5074	[14.98194369]
5075	[14.98194369]
5076	[14.98194369]
5077	[14.98194369]
5078	[14.98194369]
5079	[14.98194369]
5080	[14.98194369]
5081	[14.98194369]
5082	[14.98194369]
5083	[14.98194369]
5084	[14.98194369]
5085	[14.98194369]
5086	[14.98194369]
5087	[14.98194369]
5088	[14.98194369]
5089	[14.98194369]
5090	[14.98194369]
5091	[14.98194369]
5092	[14.98194369]
5093	[14.98194369]
5094	[14.98194369]
5095	[14.98194369]
5096	[14.98194369]
5097	[14.98194369]
5098	[14.98194369]
5099	[14.98194369]
5100	[14.98194369]
5101	[14.98194369]
5102	[14.98194369]
5103	[14.98194369]
5104	[14.98194369]
5105	[14.98194369]
5106	[14.98194369]
5107	[14.98194369]
5108	[14.98194369]
5109	[14.98194369]
5110	[14.98194369]
5111	[14.98194369]
5112	[14.98194369]
5113	[14.98194369]
5114	[14.98194369]
5115	[14.98194369]
5116	[14.98194369]
5117	[14.98194369]
5118	[14.98194369]
